20180016,Won't You Be My Neighbor? takes a fittingly patient and honest look at the life and legacy of a television pioneer whose work has enriched generations.
20180017,"Understated yet ultimately deeply affecting, Shoplifters adds another powerful chapter to director Hirokazu Koreeda's richly humanistic filmography."
20180018,"A lighter, brighter superhero movie powered by the effortless charisma of Paul Rudd and Evangeline Lilly, Ant-Man and The Wasp offers a much-needed MCU palate cleanser."
20180019,"The Death of Stalin finds director/co-writer Arnando Iannucci in riotous form, bringing his scabrous political humor to bear on a chapter in history with painfully timely parallels."
20180020,"With a terrific cast and a surfeit of visual razzle dazzle, Crazy Rich Asians takes a satisfying step forward for screen representation while deftly drawing inspiration from the classic -- and still effective -- rom-com formula."
20180021,"Led by a breakout turn from Amandla Stenberg, the hard-hitting The Hate U Give emphatically proves the YA genre has room for much more than magic and romance."
20180022,"Phantom Thread's finely woven narrative is filled out nicely by humor, intoxicating romantic tension, and yet another impressively committed performance from Daniel Day-Lewis."
20180023,"Fearlessly ambitious, scathingly funny, and thoroughly original, Sorry to Bother You loudly heralds the arrival of a fresh filmmaking talent in writer-director Boots Riley."
20180024,"Avengers: Infinity War ably juggles a dizzying array of MCU heroes in the fight against their gravest threat yet, and the result is a thrilling, emotionally resonant blockbuster that (mostly) realizes its gargantuan ambitions."
20180025,The beautifully stop-motion animated Isle of Dogs finds Wes Anderson at his detail-oriented best while telling one of the director's most winsomely charming stories.
20180026,"Led by strong work from Margot Robbie and Alison Janney, I, Tonya finds the humor in its real-life story without losing sight of its more tragic -- and emotionally resonant -- elements."
20180027,"The Post's period setting belies its bitingly timely themes, brought compellingly to life by director Steven Spielberg and an outstanding ensemble cast."
20180028,First Man uses a personal focus to fuel a look back at a pivotal moment in human history - and takes audiences on a soaring dramatic journey along the way.
20180029,"Hereditary uses its classic setup as the framework for a harrowing, uncommonly unsettling horror film whose cold touch lingers long beyond the closing credits."
20180030,"A well-told story brought to life by a beautifully matched cast, The Old Man & the Gun is pure, easygoing entertainment for film fans - and a fitting farewell to a legend."
20180031,Minding the Gap draws on more than a decade of documentary footage to assemble a poignant picture of young American lives that resonates far beyond its onscreen subjects.
20180032,The Rider's hard-hitting drama is only made more effective through writer-director Chloé Zhao's use of untrained actors to tell the movie's fact-based tale.
20180033,"Surreal and surprising, Three Identical Strangers effectively questions the nature of reality and identity."
20180034,"McQueen offers an intimate, well-sourced, and overall moving look at a young life and brilliant career that were tragically cut short."
20180035,"Subtle and tender, A Fantastic Woman handles its timely, sensitive subject matter with care."
20180036,Summer 1993 (Estiu 1993) finds writer-director Carla Simón drawing on personal memories to create a thoughtful drama elevated by outstanding work from its young leads.
20180037,"Brought to life by delicate work from writer-director Paul Schrader and elevated by a standout performance by Ethan Hawke, First Reformed takes a sensitive and suspenseful look at weighty themes."
20180038,Free Solo depicts athletic feats that many viewers will find beyond reason - and grounds the attempts in passions that are all but universal.
20180039,Burning patiently lures audiences into a slow-burning character study that ultimately rewards the viewer's patience -- and subverts many of their expectations.
20180040,Searching's timely premise and original execution are further bolstered by well-rounded characters brought to life by a talented cast.
20180041,Wildlife's portrait of a family in crisis is beautifully composed by director Paul Dano -- and brought brilliantly to life by a career-best performance from Carey Mulligan.
20180042,"With a brilliantly stark visual aesthetic to match its lean narrative, Cold War doesn't waste a moment of its brief running time -- and doesn't skimp on its bittersweet emotional impact."
20180043,"Shirkers uses one woman's interrogation of a pivotal personal disappointment to offer affecting observations on creativity, lost opportunity, and coming to terms with the past."
20180044,"Though it threatens to buckle under the weight of its meta gags, Deadpool 2 is a gory, gleeful lampoon of the superhero genre buoyed by Ryan Reynolds' undeniable charm."
20180045,Tea with the Dames proves there's plenty of entertainment value to be found in rounding up a quartet of screen legends for a chat -- and is likely to leave audiences wishing these stars would keep brewing up pots for an ongoing series.
20180046,"Thrilling, unpredictable, and brilliantly acted, Border (Gräns) offers a singular treat to genre fans looking for something different."
20180047,"The Tale handles its extraordinarily challenging subject matter with sensitivity, grace, and the power of some standout performances led by a remarkable Laura Dern."
20180048,Loveless uses its riveting portrait of a family in crisis to offer thought-provoking commentary on modern life in Russia -- and the world beyond its borders.
20180049,"Sleek, well-acted, and intelligently crafted, The Guilty is a high-concept thriller that wrings maximum impact out of a handful of basic - and effective - ingredients."
20180050,Annihilation backs up its sci-fi visual wonders and visceral genre thrills with an impressively ambitious -- and surprisingly strange -- exploration of challenging themes that should leave audiences pondering long after the end credits roll.
20180051,"Hannah Gadsby: Nanette brilliantly moves modern comedy into nakedly honest new territory, pivoting from dry humor to raw, powerful storytelling."
20180052,"Steadily drawing viewers into its harrowing tale with equal parts grim intensity and startling compassion, Night Comes On heralds the arrivals of debuting director Jordan Spiro and her magnetic young stars."
20180053,Bumblebee proves it's possible to bring fun and a sense of wonder back to a bloated blockbuster franchise -- and sets up its own slate of sequels in the bargain.
20180054,"RBG might be preaching to the choir of viewers who admire Supreme Court Justice Ruth Bader Ginsberg, but it does so effectively."
20180055,"As timely as it is overall impactful, Blindspotting blends buddy comedy with seething social commentary, and rises on the strength of Daveed Diggs' powerful performance."
20180056,"Bracingly elevated by a typically committed lead performance from Joaquin Phoenix, You Were Never Really Here confirms writer-director Lynne Ramsay as one of modern cinema's most unique -- and uncompromising -- voices."
20180057,"Love, Simon hits its coming-of-age beats more deftly than many entries in this well-traveled genre -- and represents an overdue, if not entirely successful, milestone of inclusion."
20180058,The Ballad of Buster Scruggs avoids anthology pitfalls with a consistent collection tied together by the Coen brothers' signature blend of dark drama and black humor.
20180059,Mandy's gonzo violence is fueled by a gripping performance by Nicolas Cage -- and anchored with palpable emotion conveyed between his volcanic outbursts.
20180060,Zama offers a series of scathingly insightful observations about colonialism and class dynamics -- and satisfyingly ends a long wait between projects from writer-director Lucrecia Martel.
20180061,"In Between takes a light yet nuanced approach to dramatizing complex, timely themes, further enriched by outstanding cinematography and powerful performances."
20180062,"The Cakemaker explores all-consuming emotion with beguiling restraint, adding up to a delicately understated character study fueled by the power of love."
20180063,"Foxtrot uses topical themes to deliver a bruising sociopolitical statement that's equally effective taken simply as an absorbing, well-acted drama."
20180064,Science Fair offers further proof that real-life academic competition can make for effortlessly entertaining - and ultimately uplifting - cinema.
20180065,"Ralph Breaks the Internet levels up on its predecessor with a funny, heartwarming sequel that expands its colorful universe while focusing on core characters and relationships."
20180066,Custody uses formal restraint -- and a series of searing performances -- to take a hard-hitting look at the often painful bond between parents and children.
20180067,"Oh Lucy! roots its narrative quirks in universal themes and deep empathy for its characters, all brought to life by strong performances from a talented cast led by the thoroughly charming Shinobu Terajima."
20180068,Sweet Country makes brilliant use of the Australian outback as the setting for a hard-hitting story that satisfies as a character study as well as a sociopolitical statement.
20180069,"Intimate in scope yet thematically expansive, Hale County This Morning, This Evening draws extraordinary insights out of seemingly ordinary moments."
20180070,"To All the Boys I've Loved Before plays by the teen rom-com rules, but relatable characters and a thoroughly charming cast more than make up for a lack of surprises."
20180071,Ryuichi Sakamoto: Coda takes a thoughtful look at the composer's life and legacy that should prove affecting and illuminating for novices as well as longtime fans.
20180072,"Subversive, gorgeously shot, and suitably visceral, Marlina the Murderer in Four Acts injects timely feminist themes into a neo-western grindhouse framework."
20180073,Leaning Into the Wind offers an alluring introduction to a brilliant artist's utterly original life and work.
20180074,"Pick of the Litter has all the fluffy adorableness audiences expect from a puppy documentary, along with a story that's as edifying as it is heartwarming."
20180075,Rodents of Unusual Size approaches a variety of timely and thought-provoking subjects from fresh angles -- and a lot of surprisingly large creatures in the bargain.
20180076,Thunder Road deftly balances emotionally affecting drama against bruising comedy - and serves as an outstanding calling card for writer-director-star Jim Cummings.
20180077,"Lean on Pete avoids mawkish melodrama, offering an empathetic yet clear-eyed portrayal of a young man at a crossroads that confirms Charley Plummer as a major talent."
20180078,"I Am Not a Witch approaches real-life injustices with a beguiling blend of sorrow, anger, and humor, marking debuting writer-director Rungano Nyoni as an exciting new talent."
20180079,"Western earns the viewer's attention with an unpredictable, patiently told tale that evokes the spirit of the titular genre while adding its own unique touches."
20180080,"As lyrical and bittersweet as the music its subject left behind, Blaze takes a decidedly unconventional -- yet richly rewarding -- approach to the musical biopic."
20180081,"Tully delves into the modern parenthood experience with an admirably deft blend of humor and raw honesty, brought to life by an outstanding performance by Charlize Theron."
20180082,Private Life uses one couple's bumpy journey to take an affecting look at an easily identifiable - and too rarely dramatized - rite of adult passage.
20180083,Filmworker offers long-overdue recognition to one of Stanley Kubrick's key collaborators while opening an often troubling window into the director's demanding work.
20180084,"Beast plays like bleak poetry, unfurling its psychological thrills while guided by its captivating leads and mesmerizing, visceral visuals."
20180085,"American Animals tangles with a number of weighty themes, but never at the expense of delivering a queasily compelling true crime thriller."
20180086,On Her Shoulders traces one woman's incredible journey to offer an inside look at modern political advocacy - and a challenge to viewers yearning to effect their own change.
20180087,"Dark Money does an impressive job of tackling a complicated subject in easily understandable -- and, for many viewers, utterly enraging -- terms."
20180088,"Support the Girls handles serious themes with wit and humor, and provides a strong showcase for Regina Hall and a talented ensemble cast."
20180089,1985 pays tribute to a generation of lost lives with a powerfully made look at how HIV and the social attitudes surrounding homosexuality affect one man's choices.
20180090,"Thoroughly sweet, comfortably familiar, and elevated by the chemistry between Nick Offerman and Kiersey Clemons, Hearts Beat Loud offers feel-good father-daughter drama."
20180091,"Revenge slices and dices genre tropes, working within an exploitation framework while adding a timely -- yet never less than viscerally thrilling -- feminist spin."
20180092,"The Endless benefits from its grounded approach to an increasingly bizarre story, elevated by believable performances by filmmakers Justin Benson and Aaron Moorhead."
20180093,"Creed II's adherence to franchise formula adds up to a sequel with few true surprises, but its time-tested generational themes still pack a solid punch."
20180094,"Capernaum hits hard, but rewards viewers with a smart, compassionate, and ultimately stirring picture of lives in the balance."
20180095,Bisbee '17 offers one town's reckoning with its own history as a compelling argument that the mistakes of the past are truly corrected only when they're faced head on.
20180096,The Guardians proves that the oft-unraveled canvas of World War I still has fresh stories to tell -- and adds another gorgeously filmed entry to Xavier Beauvois' filmography.
20180097,"Smart and suspenseful, CAM is a techno-thriller that's far more than the sum of its salacious parts -- and an outstanding showcase for Madeline Brewer in the leading role."
20180098,"Dreamlike and haunting, We the Animals approaches the coming-of-age odyssey with a uniquely documentarian eye."
20180099,Teen Titans Go! To the Movies distills the enduring appeal of its colorful characters into a charmingly light-hearted adventure whose wacky humor fuels its infectious fun -- and belies a surprising level of intelligence.
20180100,Good Manners adroitly juggles disparate tonal shifts while taking a uniquely smart and sensitive look at female relationships.
20190001,"An urgent, brilliantly layered look at timely social themes, Parasite finds writer-director Bong Joon Ho in near-total command of his craft."
20190002,"Exciting, entertaining, and emotionally impactful, Avengers: Endgame does whatever it takes to deliver a satisfying finale to Marvel's epic Infinity Saga."
20190003,"With Jordan Peele's second inventive, ambitious horror film, we have seen how to beat the sophomore jinx, and it is Us."
20190004,Knives Out sharpens old murder-mystery tropes with a keenly assembled suspense outing that makes brilliant use of writer-director Rian Johnson's stellar ensemble.
20190005,"Heartwarming, funny, and beautifully animated, Toy Story 4 manages the unlikely feat of extending -- and perhaps concluding -- a practically perfect animated saga."
20190006,"An epic gangster drama that earns its extended runtime, The Irishman finds Martin Scorsese revisiting familiar themes to poignant, funny, and profound effect."
20190007,"With a stellar cast and a smart, sensitive retelling of its classic source material, Greta Gerwig's Little Women proves some stories truly are timeless."
20190008,"Fast-paced, funny, and fresh, Booksmart does the seemingly impossible by adding a smart new spin to the coming-of-age comedy."
20190009,"The Farewell deftly captures complicated family dynamics with a poignant, well-acted drama that marries cultural specificity with universally relatable themes."
20190010,"Observing a splintering union with compassion and expansive grace, the powerfully acted Marriage Story ranks among writer-director Noah Baumbach's best works."
20190011,"Much like the beloved TV personality that inspired it, A Beautiful Day in the Neighborhood offers a powerfully affecting message about acceptance and understanding."
20190012,If Beale Street Could Talk honors its source material with a beautifully filmed adaptation that finds director Barry Jenkins further strengthening his visual and narrative craft.
20190013,"A breezily unpredictable blend of teen romance and superhero action, Spider-Man: Far from Home stylishly sets the stage for the next era of the MCU."
20190014,Pain and Glory finds writer-director Pedro Almodóvar drawing on his own life to rewarding effect -- and honoring his craft as only a master filmmaker can.
20190015,"Thrillingly unrestrained yet solidly crafted, Once Upon a Time in Hollywood tempers Tarantino's provocative impulses with the clarity of a mature filmmaker's vision."
20190016,"An effortlessly entertaining blend of humor and heart, Shazam! is a superhero movie that never forgets the genre's real power: joyous wish fulfillment."
20190017,"Edifying and inspiring in equal measure, Apollo 11 uses artfully repurposed archival footage to send audiences soaring back to a pivotal time in American history."
20190018,Ford v Ferrari delivers all the polished auto action audiences will expect -- and balances it with enough gripping human drama to satisfy non-racing enthusiasts.
20190019,"In dramatizing Rudy Ray Moore's stranger-than-fiction story, Eddie Murphy makes Dolemite Is My Name just as bold, brash, and ultimately hard to resist as its subject."
20190020,Uncut Gems reaffirms the Safdies as masters of anxiety-inducing cinema -- and proves Adam Sandler remains a formidable dramatic actor when given the right material.
20190021,"A gripping story brilliantly filmed and led by a pair of powerhouse performances, The Lighthouse further establishes Robert Eggers as a filmmaker of exceptional talent."
20190022,"It's going to be a long, long time before a rock biopic manages to capture the highs and lows of an artist's life like Rocketman."
20190023,"Brilliantly capturing a remarkable performer near the peak of her prodigious power, Amazing Grace is a thrilling must-watch documentary for Aretha Franklin fans."
20190024,"An impressive technical achievement with a walloping emotional impact, They Shall Not Grow Old pays brilliant cinematic tribute to the sacrifice of a generation."
20190025,"Ash Is Purest White finds writer-director Zhangke Jia revisiting familiar themes while continuing to observe modern Chinese society with an urgent, empathetic eye."
20190026,"John Wick: Chapter 3 - Parabellum reloads for another hard-hitting round of the brilliantly choreographed, over-the-top action that fans of the franchise demand."
